application_id,customer_id,application_date,loan_amount_inr,loan_term_months,annual_income_inr,employment_type,loan_purpose,existing_loans,credit_score,collateral_value,default_flag
APP000308,CUST00585,2023-04-13,1530401,36,1197265,self_employed,auto,0,381,2369671,1
APP000309,CUST00607,2023-04-13,2137885,84,768245,contract,auto,4,314,3254232,1
APP000310,CUST00834,2023-04-14,1962542,12,395436,salaried,auto,0,866,1086659,1
APP000311,CUST00779,2023-04-14,724615,36,1398779,unemployed,personal,3,608,508491,0
APP000312,CUST00077,2023-04-14,810217,24,1410032,self_employed,auto,2,541,313816,1
APP000313,CUST00391,2023-04-15,2056982,36,413973,unemployed,home_purchase,4,857,1771826,1
APP000314,CUST00138,2023-04-15,2211086,24,706220,salaried,home_purchase,5,434,18627,1
APP000315,CUST00172,2023-04-15,684398,12,638971,contract,auto,2,541,2100279,1
APP000316,CUST00457,2023-04-16,6293830,12,1386960,salaried,business,5,808,1623760,1
APP000317,CUST00121,2023-04-16,6757404,120,1514532,unemployed,home_purchase,0,679,2634164,1
APP000318,CUST00591,2023-04-16,4394374,12,1508590,self_employed,home_purchase,0,539,2947652,1
APP000319,CUST00808,2023-04-17,6232582,84,1889770,contract,personal,5,453,1542157,1
APP000320,CUST00637,2023-04-17,2738526,120,1583565,unemployed,auto,3,321,2276151,1
APP000321,CUST00554,2023-04-17,565303,36,777222,contract,refinance,2,351,390486,1
APP000322,CUST00752,2023-04-18,1250955,24,393933,salaried,refinance,0,397,1508846,1
APP000323,CUST00825,2023-04-18,2385928,84,1306357,salaried,personal,1,771,4890961,0
APP000324,CUST00088,2023-04-18,6445534,120,1848821,salaried,auto,4,683,4956000,0
APP000325,CUST00346,2023-04-19,8335556,12,1955279,unemployed,personal,4,560,2429044,1
APP000326,CUST00212,2023-04-19,357401,120,614385,unemployed,refinance,5,769,4697625,0
APP000327,CUST00793,2023-04-19,1989913,120,625619,self_employed,auto,2,396,2506511,1
APP000328,CUST00885,2023-04-20,411910,12,267342,unemployed,business,2,426,628266,1
APP000329,CUST00841,2023-04-20,2013555,12,454271,salaried,refinance,0,535,4339517,1
APP000330,CUST00846,2023-04-20,1967710,84,1198734,contract,refinance,0,850,2075537,0
APP000331,CUST00450,2023-04-21,3846979,12,1184245,self_employed,home_purchase,2,668,3062145,0
APP000332,CUST00706,2023-04-21,2595113,60,867660,salaried,personal,3,810,3244234,0
APP000333,CUST00068,2023-04-21,1730139,12,757919,self_employed,home_purchase,0,448,1540179,1
APP000334,CUST00155,2023-04-22,6011157,84,1693621,self_employed,refinance,2,809,3667453,0
APP000335,CUST00510,2023-04-22,3871640,24,1028061,self_employed,personal,3,343,2506537,1
APP000336,CUST00432,2023-04-22,5049317,12,1654852,salaried,home_purchase,4,436,1831860,1
APP000337,CUST00844,2023-04-23,7566691,12,1933781,self_employed,business,5,613,1489573,0
APP000338,CUST00418,2023-04-23,3796726,24,770850,salaried,auto,2,330,3731409,1
APP000339,CUST00044,2023-04-23,1348328,60,564928,unemployed,refinance,2,814,1246705,0
APP000340,CUST00251,2023-04-24,5392533,12,1915218,self_employed,auto,5,820,620750,0
APP000341,CUST00740,2023-04-24,746692,84,1342695,salaried,personal,4,624,4408727,0
APP000342,CUST00920,2023-04-24,2954040,60,723652,contract,auto,1,483,1659063,1
APP000343,CUST00566,2023-04-25,3748311,24,1319347,unemployed,business,4,359,3205163,1
APP000344,CUST00461,2023-04-25,2632714,120,1127102,self_employed,business,0,671,3582165,0
APP000345,CUST00085,2023-04-25,1689642,60,1829957,unemployed,refinance,2,622,4191693,0
APP000346,CUST00536,2023-04-26,2975598,84,660737,contract,personal,1,755,3128413,1
APP000347,CUST00354,2023-04-26,4519738,24,1984489,contract,refinance,5,661,3539706,0
APP000348,CUST00661,2023-04-26,6732062,84,1884878,self_employed,business,0,376,4186051,1
APP000349,CUST00482,2023-04-27,615704,60,525263,salaried,refinance,5,373,4716810,1
APP000350,CUST00868,2023-04-27,2395597,120,496294,self_employed,refinance,1,768,234285,1
APP000351,CUST00342,2023-04-27,1511051,36,1159682,unemployed,personal,0,395,3716269,1
APP000352,CUST00337,2023-04-28,392595,84,280839,unemployed,personal,3,863,871958,0
APP000353,CUST00914,2023-04-28,3220966,36,737836,unemployed,home_purchase,4,363,4456388,1
APP000354,CUST00604,2023-04-28,4529111,12,983174,unemployed,auto,0,737,242472,1
APP000355,CUST00873,2023-04-29,2829132,12,1944871,self_employed,refinance,0,885,1233864,0
APP000356,CUST00509,2023-04-29,5192332,120,1986276,self_employed,personal,0,564,960571,0
APP000357,CUST00644,2023-04-29,1796873,84,472771,unemployed,auto,2,334,3017086,1
APP000358,CUST00953,2023-04-30,8037110,36,1805019,contract,business,0,826,21414,1
APP000359,CUST00903,2023-04-30,802162,84,363671,self_employed,business,4,412,85124,1
APP000360,CUST00714,2023-04-30,4374127,12,1547494,self_employed,personal,0,616,2521051,0
APP000361,CUST00933,2023-05-01,6609159,12,1722156,unemployed,personal,4,890,4858323,0
APP000362,CUST00158,2023-05-01,6835186,60,1803426,salaried,business,5,746,2641571,0
APP000363,CUST00949,2023-05-01,2422650,60,602152,salaried,home_purchase,4,327,2229644,1
APP000364,CUST00897,2023-05-02,5541603,120,1808203,contract,personal,5,792,3289458,0
APP000365,CUST00280,2023-05-02,396815,84,408765,salaried,personal,5,396,2759043,1
APP000366,CUST00995,2023-05-02,5179724,24,1133945,salaried,home_purchase,0,749,1924562,1
APP000367,CUST00421,2023-05-03,4593650,84,1045181,unemployed,business,2,672,2942746,1
APP000368,CUST00583,2023-05-03,3144974,36,768672,self_employed,personal,4,472,16038,1
APP000369,CUST00727,2023-05-03,227666,84,239805,contract,refinance,2,554,1222439,0
APP000370,CUST00011,2023-05-04,2256926,24,1589622,self_employed,auto,4,370,3369455,1
APP000371,CUST00992,2023-05-04,3092538,12,804050,salaried,auto,4,892,1707754,0
APP000372,CUST00722,2023-05-04,840339,12,1390990,salaried,business,5,443,271455,1
APP000373,CUST00517,2023-05-05,4604245,120,938395,unemployed,business,1,485,622204,1
APP000374,CUST00260,2023-05-05,1917196,12,872583,salaried,business,2,601,4330852,0
APP000375,CUST00078,2023-05-05,6708987,120,1795332,contract,personal,0,703,1647885,0
APP000376,CUST00612,2023-05-06,1662985,84,370040,self_employed,home_purchase,1,603,113269,1
APP000377,CUST00076,2023-05-06,3472720,12,1525911,self_employed,business,1,603,3644028,0
APP000378,CUST00829,2023-05-06,2989760,120,1544221,unemployed,home_purchase,2,649,2652375,0
APP000379,CUST00009,2023-05-07,2863520,12,883984,contract,home_purchase,2,814,2256931,0
APP000380,CUST00063,2023-05-07,2094244,12,672428,contract,home_purchase,5,537,4474589,1
APP000381,CUST00764,2023-05-07,490588,60,209552,self_employed,business,4,799,1568621,0
APP000382,CUST00071,2023-05-08,6051106,24,1886263,self_employed,auto,4,772,2862447,0
APP000383,CUST00646,2023-05-08,8975370,24,1905916,contract,refinance,0,876,3724502,1
APP000384,CUST00541,2023-05-08,1650518,24,633747,salaried,home_purchase,2,847,3042083,0
APP000385,CUST00221,2023-05-09,356640,60,257439,salaried,auto,4,778,1039868,0
APP000386,CUST00127,2023-05-09,925037,12,420964,contract,personal,1,448,3408054,1
APP000387,CUST00973,2023-05-09,731508,24,321757,contract,business,2,764,3716999,0
APP000388,CUST00504,2023-05-10,1848623,60,1696002,salaried,auto,4,741,612044,0
APP000389,CUST00108,2023-05-10,2225966,36,1805440,unemployed,personal,4,473,827242,1
APP000390,CUST00811,2023-05-10,1704013,84,475911,contract,business,5,706,3374635,0
APP000391,CUST00561,2023-05-11,3130957,24,1544131,salaried,business,2,451,594901,1
APP000392,CUST00234,2023-05-11,2507327,60,522682,unemployed,refinance,2,613,4401774,1
APP000393,CUST00796,2023-05-11,1374277,84,860976,unemployed,business,2,778,547837,0
APP000394,CUST00790,2023-05-12,1208755,36,1278889,self_employed,auto,4,413,4871104,1
APP000395,CUST00773,2023-05-12,5820079,24,1495868,self_employed,business,2,502,3357569,1
APP000396,CUST00196,2023-05-12,7921252,60,1774211,self_employed,home_purchase,2,777,2215259,1
APP000397,CUST00703,2023-05-13,491494,60,280612,contract,home_purchase,1,572,1341974,0
APP000398,CUST00508,2023-05-13,780216,12,553582,salaried,business,2,876,1722524,0
APP000399,CUST00586,2023-05-13,941729,60,704915,self_employed,personal,1,304,3742568,1
APP000400,CUST00660,2023-05-14,2161242,12,758582,salaried,home_purchase,3,733,3766548,0
APP000401,CUST00303,2023-05-14,5206491,60,1996450,salaried,business,5,788,1043292,0
APP000402,CUST00780,2023-05-14,2666846,120,1599328,self_employed,home_purchase,4,850,2714371,0
APP000403,CUST00216,2023-05-15,546272,60,776751,contract,personal,2,394,4964683,1
APP000404,CUST00943,2023-05-15,5198185,84,1949287,unemployed,refinance,5,890,1286523,0
APP000405,CUST00437,2023-05-15,5292683,24,1098752,salaried,home_purchase,5,535,3467022,1
APP000406,CUST00921,2023-05-16,3784554,120,1101334,salaried,business,2,511,860789,1
APP000407,CUST00742,2023-05-16,2676977,84,980657,self_employed,business,4,513,4170419,1
APP000408,CUST00751,2023-05-16,458149,120,459015,contract,home_purchase,2,682,851151,0
APP000409,CUST00998,2023-05-17,3078670,84,1881870,unemployed,home_purchase,5,695,1488091,0
APP000410,CUST00348,2023-05-17,411113,60,225085,contract,personal,2,584,2295885,0
APP000411,CUST00333,2023-05-17,2024812,60,513701,contract,home_purchase,1,342,1853282,1
APP000412,CUST00408,2023-05-18,2726595,120,613380,salaried,personal,0,891,850622,1
APP000413,CUST00550,2023-05-18,3202636,120,702735,salaried,business,5,433,3204934,1
APP000414,CUST00307,2023-05-18,2156029,36,437279,salaried,personal,1,356,98594,1
APP000415,CUST00191,2023-05-19,1143214,12,232330,contract,refinance,4,658,4917611,1
APP000416,CUST00032,2023-05-19,6798634,12,1419785,self_employed,home_purchase,0,547,260443,1
APP000417,CUST00296,2023-05-19,1600923,24,1944757,salaried,personal,3,669,1669311,0
APP000418,CUST00350,2023-05-20,469643,12,419298,contract,home_purchase,2,825,4649422,0
APP000419,CUST00627,2023-05-20,1372209,24,733763,unemployed,auto,2,358,775410,1
APP000420,CUST00832,2023-05-20,3320889,12,1111393,self_employed,auto,1,470,364806,1
APP000421,CUST00192,2023-05-21,1750604,120,1869504,unemployed,personal,0,609,3719584,0
APP000422,CUST00395,2023-05-21,6242412,12,1449672,contract,refinance,2,772,365903,1
APP000423,CUST00245,2023-05-21,5172313,60,1579138,contract,personal,2,660,4497995,0
APP000424,CUST00444,2023-05-22,3664063,36,1246009,unemployed,personal,4,529,2255942,1
APP000425,CUST00611,2023-05-22,1182531,24,950664,salaried,refinance,2,666,4346659,0
APP000426,CUST00800,2023-05-22,917541,84,559596,unemployed,refinance,1,887,1225501,0
APP000427,CUST00812,2023-05-23,2144498,120,1755765,unemployed,home_purchase,1,588,705681,0
APP000428,CUST00610,2023-05-23,7139440,84,1647424,unemployed,auto,3,830,4813469,1
APP000429,CUST00327,2023-05-23,767180,120,245182,contract,refinance,2,767,3810872,0
APP000430,CUST00094,2023-05-24,5665406,60,1487732,unemployed,home_purchase,5,480,4554929,1
APP000431,CUST00136,2023-05-24,644729,84,351898,unemployed,auto,2,449,1599439,1
APP000432,CUST00926,2023-05-24,3321445,12,1530171,unemployed,auto,3,762,2023716,0
APP000433,CUST00930,2023-05-25,3916297,120,1686716,unemployed,home_purchase,0,424,2886112,1
APP000434,CUST00826,2023-05-25,1708769,84,435903,unemployed,home_purchase,1,502,2243657,1
APP000435,CUST00781,2023-05-25,3899670,24,980904,self_employed,home_purchase,5,441,1213320,1
APP000436,CUST00046,2023-05-26,604820,36,422756,contract,personal,2,663,1875568,0
APP000437,CUST00345,2023-05-26,5784292,60,1221107,self_employed,refinance,2,476,3043785,1
APP000438,CUST00052,2023-05-26,1949910,12,1869612,unemployed,home_purchase,3,695,189330,0
APP000439,CUST00887,2023-05-27,1566290,84,345565,unemployed,home_purchase,0,860,1679714,1
APP000440,CUST00060,2023-05-27,871488,24,915640,unemployed,business,3,797,1464234,0
APP000441,CUST00233,2023-05-27,3299068,12,1951616,contract,refinance,2,868,351609,0
APP000442,CUST00115,2023-05-28,3196129,24,741707,self_employed,personal,0,314,613367,1
APP000443,CUST00743,2023-05-28,572765,120,437990,salaried,auto,2,573,2478397,0
APP000444,CUST00229,2023-05-28,2548643,24,1079451,contract,home_purchase,2,432,511851,1
APP000445,CUST00668,2023-05-29,2814845,60,1115070,contract,refinance,1,850,1724522,0
APP000446,CUST00290,2023-05-29,2234154,84,1393155,contract,home_purchase,3,727,2804307,0
APP000447,CUST00531,2023-05-29,2826510,12,764727,contract,personal,4,492,4369216,1
APP000448,CUST00622,2023-05-30,8316055,84,1920121,unemployed,refinance,1,638,493824,1
APP000449,CUST00760,2023-05-30,5046989,24,1137840,salaried,auto,5,663,2173219,1
APP000450,CUST00340,2023-05-30,1450491,84,715603,self_employed,home_purchase,3,597,514656,0
APP000451,CUST00099,2023-05-31,5571137,24,1928512,contract,business,4,584,2142864,0
APP000452,CUST00886,2023-05-31,3016692,12,1864655,unemployed,refinance,0,333,2402568,1
APP000453,CUST00861,2023-05-31,1759333,84,1098496,unemployed,auto,4,571,3996324,0
APP000454,CUST00905,2023-06-01,299972,84,244747,unemployed,business,2,508,2211411,1
APP000455,CUST00938,2023-06-01,6028418,120,1274484,unemployed,personal,4,790,4677569,1
APP000456,CUST00365,2023-06-01,5392244,84,1199356,unemployed,personal,4,819,688173,1
APP000457,CUST00824,2023-06-02,1866219,36,466775,contract,business,1,750,265796,0
APP000458,CUST00986,2023-06-02,3794767,24,1341155,salaried,home_purchase,1,318,22245,1
APP000459,CUST00131,2023-06-02,4639510,24,1713428,contract,business,0,804,1783730,0
APP000460,CUST00801,2023-06-03,1126477,60,390615,contract,auto,3,537,964872,1
APP000461,CUST00669,2023-06-03,4377604,36,1501980,salaried,auto,4,549,457921,1
APP000462,CUST00791,2023-06-03,1111401,36,452611,unemployed,refinance,2,867,1179461,0
APP000463,CUST00026,2023-06-04,1691680,24,1547887,contract,personal,0,820,4874933,0
APP000464,CUST00529,2023-06-04,1016906,36,954405,unemployed,business,1,330,4001242,1
APP000465,CUST00042,2023-06-04,1013101,24,211719,salaried,personal,2,515,92865,1
APP000466,CUST00208,2023-06-05,5176038,12,1939217,unemployed,home_purchase,5,749,4577191,0
APP000467,CUST00551,2023-06-05,2388706,12,498746,self_employed,auto,0,623,1026274,1
APP000468,CUST00443,2023-06-05,1573396,60,1272876,contract,personal,2,454,2029721,1
APP000469,CUST01000,2023-06-06,1577226,36,526642,contract,refinance,3,614,1638181,0
APP000470,CUST00035,2023-06-06,2696485,12,1879441,contract,personal,1,819,2025133,0
APP000471,CUST00589,2023-06-06,2506512,60,1528985,unemployed,personal,5,433,3803620,1
APP000472,CUST00997,2023-06-07,1046788,12,1647849,salaried,home_purchase,5,747,3562406,0
APP000473,CUST00524,2023-06-07,1012247,12,977743,contract,auto,2,740,2970188,0
APP000474,CUST00048,2023-06-07,4816799,12,1041286,unemployed,home_purchase,4,831,3134610,1
APP000475,CUST00292,2023-06-08,2612235,36,1341742,salaried,auto,4,478,3637633,1
APP000476,CUST00438,2023-06-08,5219227,120,1612574,self_employed,refinance,4,429,920700,1
APP000477,CUST00359,2023-06-08,4471039,24,1724563,self_employed,business,1,628,1978346,0
APP000478,CUST00840,2023-06-09,534315,24,232106,contract,business,0,618,538445,0
APP000479,CUST00210,2023-06-09,4034707,24,1394410,unemployed,auto,2,545,3520857,1
APP000480,CUST00253,2023-06-09,532276,36,396459,unemployed,auto,0,767,2188059,0
APP000481,CUST00693,2023-06-10,3554549,84,718277,unemployed,personal,1,779,3186390,1
APP000482,CUST00581,2023-06-10,7080657,24,1692971,self_employed,personal,3,447,2824141,1
APP000483,CUST00890,2023-06-10,2497764,60,650923,contract,personal,3,777,1368162,0
APP000484,CUST00339,2023-06-11,4264491,120,1634270,salaried,personal,1,438,693538,1
APP000485,CUST00247,2023-06-11,1227641,120,1033414,self_employed,business,0,544,4864705,1
APP000486,CUST00423,2023-06-11,2872867,60,618753,salaried,business,1,316,1466367,1
APP000487,CUST00442,2023-06-12,1632330,84,801639,salaried,home_purchase,2,504,547819,1
APP000488,CUST00390,2023-06-12,838208,120,1155385,unemployed,auto,4,875,1529714,0
APP000489,CUST00659,2023-06-12,3218906,84,1577264,unemployed,auto,2,565,4512090,0
APP000490,CUST00433,2023-06-13,5260197,24,1290828,contract,auto,1,726,1306491,1
APP000491,CUST00279,2023-06-13,6207462,12,1879802,salaried,auto,3,364,4933950,1
APP000492,CUST00040,2023-06-13,6834127,12,1761930,salaried,personal,0,681,2303806,0
APP000493,CUST00054,2023-06-14,6335181,120,1556036,salaried,auto,1,522,4309078,1
APP000494,CUST00950,2023-06-14,1868988,60,1285592,contract,refinance,0,746,3265317,0
APP000495,CUST00264,2023-06-14,3361161,24,721740,salaried,auto,3,856,219669,1
APP000496,CUST00360,2023-06-15,2329189,36,942628,self_employed,business,2,618,2546949,0
APP000497,CUST00018,2023-06-15,1397512,24,414009,unemployed,refinance,3,361,2084659,1
APP000498,CUST00113,2023-06-15,445841,84,873531,unemployed,home_purchase,3,585,1007282,0
APP000499,CUST00473,2023-06-16,9282516,60,1867650,unemployed,business,2,373,2749936,1
APP000500,CUST00571,2023-06-16,1705092,120,966587,self_employed,home_purchase,5,569,514695,0
APP000501,CUST00606,2023-06-16,315384,24,404711,contract,personal,5,336,3491498,1
APP000502,CUST00250,2023-06-17,3519089,36,1373475,salaried,business,0,684,4109352,0
APP000503,CUST00388,2023-06-17,2088550,12,1932706,unemployed,refinance,5,486,462731,1
APP000504,CUST00972,2023-06-17,2088185,120,1761483,salaried,refinance,1,420,2396523,1
APP000505,CUST00512,2023-06-18,2319401,60,693337,contract,refinance,1,310,3275623,1
APP000506,CUST00105,2023-06-18,2306763,60,1017014,contract,home_purchase,3,832,310695,0
APP000507,CUST00519,2023-06-18,5372681,36,1155829,unemployed,home_purchase,0,802,1946636,1
APP000508,CUST00398,2023-06-19,1251002,24,646111,self_employed,home_purchase,2,787,1290607,0
APP000509,CUST00242,2023-06-19,2575844,120,683645,salaried,auto,1,334,196285,1
APP000510,CUST00184,2023-06-19,1611896,36,625992,unemployed,auto,2,509,4020168,1
APP000511,CUST00803,2023-06-20,6905717,84,1990246,contract,home_purchase,4,882,2223359,0
APP000512,CUST00392,2023-06-20,4934924,12,1542825,self_employed,business,5,647,3758631,0
APP000513,CUST00609,2023-06-20,4502376,24,1713541,self_employed,personal,1,377,2935376,1
APP000514,CUST00090,2023-06-21,7973863,84,1669823,self_employed,home_purchase,3,384,4379083,1
APP000515,CUST00990,2023-06-21,3934234,12,1926458,self_employed,business,2,457,4985030,1
APP000516,CUST00436,2023-06-21,505399,12,389500,self_employed,home_purchase,2,883,3010439,0
APP000517,CUST00904,2023-06-22,6346173,84,1786938,self_employed,auto,3,401,1760845,1
APP000518,CUST00942,2023-06-22,1377411,24,319805,self_employed,auto,5,841,2114529,1
APP000519,CUST00557,2023-06-22,719120,24,1055757,salaried,auto,2,706,4127028,0
APP000520,CUST00300,2023-06-23,3204600,60,1269980,unemployed,business,0,853,2133174,0
APP000521,CUST00049,2023-06-23,3812341,24,844149,salaried,business,5,795,2598692,1
APP000522,CUST00632,2023-06-23,1793760,12,463111,salaried,refinance,5,499,970000,1
APP000523,CUST00584,2023-06-24,2710576,12,546142,salaried,auto,1,796,4950325,1
APP000524,CUST00951,2023-06-24,4870195,12,1684395,unemployed,business,3,401,3253994,1
APP000525,CUST00030,2023-06-24,2684734,12,773703,self_employed,personal,5,474,1651044,1
APP000526,CUST00096,2023-06-25,1411880,84,758602,self_employed,business,3,427,2925343,1
APP000527,CUST00422,2023-06-25,8870643,24,1862051,self_employed,auto,2,379,2005694,1
APP000528,CUST00243,2023-06-25,986099,12,458969,salaried,refinance,5,354,774322,1
APP000529,CUST00314,2023-06-26,7063466,12,1847480,self_employed,auto,4,412,4373741,1
APP000530,CUST00739,2023-06-26,4299067,36,1857746,salaried,business,3,372,4428314,1
APP000531,CUST00656,2023-06-26,3868224,120,1277407,unemployed,business,0,528,4174467,1
APP000532,CUST00178,2023-06-27,1861871,36,497957,salaried,personal,2,342,1842341,1
APP000533,CUST00019,2023-06-27,1340829,12,480549,self_employed,personal,4,336,1282009,1
APP000534,CUST00835,2023-06-27,3264577,24,712496,unemployed,auto,1,893,248693,1
APP000535,CUST00106,2023-06-28,2958143,36,1239348,unemployed,refinance,3,352,3657691,1
APP000536,CUST00161,2023-06-28,1625747,24,476504,contract,auto,3,344,1639404,1
APP000537,CUST00768,2023-06-28,2081819,120,1020184,salaried,auto,0,318,4461101,1
APP000538,CUST00002,2023-06-29,953099,84,407882,self_employed,business,3,379,4349283,1
APP000539,CUST00485,2023-06-29,2908091,36,1172511,salaried,auto,4,616,640902,0
APP000540,CUST00786,2023-06-29,253809,120,238066,contract,personal,1,796,4584782,0
APP000541,CUST00685,2023-06-30,1347470,24,1476265,self_employed,home_purchase,3,740,701440,0
APP000542,CUST00679,2023-06-30,1050098,12,299711,contract,personal,4,648,2451992,0
APP000543,CUST00864,2023-06-30,1899748,120,550679,contract,auto,0,351,2369649,1
APP000544,CUST00075,2023-07-01,1791543,120,514354,unemployed,business,3,764,4781699,0
APP000545,CUST00168,2023-07-01,998733,24,1695789,self_employed,auto,1,322,3286542,1
APP000546,CUST00750,2023-07-01,583131,60,296087,unemployed,auto,2,678,4376209,0
APP000547,CUST00732,2023-07-02,1352147,24,972667,self_employed,home_purchase,3,545,2979006,1
APP000548,CUST00853,2023-07-02,5058357,60,1264058,contract,business,0,829,4126153,1
APP000549,CUST00555,2023-07-02,4936018,84,1128791,contract,personal,0,484,4260598,1
APP000550,CUST00093,2023-07-03,2294798,84,1425286,unemployed,business,2,683,4298550,0
APP000551,CUST00833,2023-07-03,5768293,60,1645582,self_employed,home_purchase,5,563,2058086,0
APP000552,CUST00227,2023-07-03,983154,84,908534,unemployed,refinance,0,613,1909377,0
APP000553,CUST00370,2023-07-04,2938911,60,1690792,self_employed,business,4,863,4924107,0
APP000554,CUST00197,2023-07-04,868116,84,772383,self_employed,home_purchase,0,727,3782344,0
APP000555,CUST00140,2023-07-04,3501892,24,1971960,self_employed,auto,2,548,4586523,1
APP000556,CUST00449,2023-07-05,3918756,36,1108147,contract,auto,2,568,2886695,0
APP000557,CUST00514,2023-07-05,7008809,36,1524824,contract,business,2,722,4645122,1
APP000558,CUST00286,2023-07-05,2505159,60,1775008,salaried,business,0,507,3598420,1
APP000559,CUST00902,2023-07-06,4781661,12,1626772,unemployed,business,4,400,3712825,1
APP000560,CUST00312,2023-07-06,6332773,24,1732036,unemployed,refinance,1,580,888930,0
APP000561,CUST00238,2023-07-06,5581662,120,1165724,salaried,auto,4,340,2834427,1
APP000562,CUST00007,2023-07-07,903013,12,278255,unemployed,personal,3,401,3656969,1
APP000563,CUST00947,2023-07-07,1792261,60,1087550,contract,business,3,552,3804999,0
APP000564,CUST00559,2023-07-07,1745817,60,526697,salaried,home_purchase,1,777,4787962,0
APP000565,CUST00298,2023-07-08,3496772,36,1800409,self_employed,business,3,768,1634725,0
APP000566,CUST00285,2023-07-08,3063438,12,626140,unemployed,refinance,5,456,1513316,1
APP000567,CUST00711,2023-07-08,1403317,12,610525,self_employed,home_purchase,5,553,4847399,0
APP000568,CUST00129,2023-07-09,2325922,24,648897,unemployed,personal,5,392,4930806,1
APP000569,CUST00855,2023-07-09,820108,12,1356619,self_employed,personal,1,753,899403,0
APP000570,CUST00663,2023-07-09,2825241,12,1228218,salaried,home_purchase,3,447,1891880,1
APP000571,CUST00017,2023-07-10,8467287,12,1907913,self_employed,home_purchase,2,779,4740449,1
APP000572,CUST00080,2023-07-10,3081359,24,949272,contract,business,5,805,998617,0
APP000573,CUST00475,2023-07-10,1768651,120,708100,contract,business,5,713,3915822,0
APP000574,CUST00687,2023-07-11,1360070,60,288657,unemployed,home_purchase,5,498,561431,1
APP000575,CUST00754,2023-07-11,923897,12,212736,salaried,business,0,871,891557,1
APP000576,CUST00720,2023-07-11,1701359,60,872505,unemployed,business,1,711,3924809,0
APP000577,CUST00641,2023-07-12,5506962,12,1866471,contract,business,4,687,3037336,0
APP000578,CUST00562,2023-07-12,3090248,36,1142755,salaried,refinance,4,813,2774127,0
APP000579,CUST00708,2023-07-12,6048887,12,1808385,unemployed,auto,2,828,4282932,0
APP000580,CUST00657,2023-07-13,767358,12,383009,self_employed,business,0,346,1535656,1
APP000581,CUST00648,2023-07-13,588366,12,367977,contract,business,0,828,2516484,0
APP000582,CUST00100,2023-07-13,7832976,36,1700225,contract,personal,4,759,3042251,1
APP000583,CUST00206,2023-07-14,1826343,36,392135,salaried,home_purchase,2,423,3699341,1
APP000584,CUST00816,2023-07-14,1260701,36,293531,salaried,home_purchase,2,484,1660505,1
APP000585,CUST00182,2023-07-14,4545873,60,927366,contract,refinance,4,751,3168174,1
APP000586,CUST00600,2023-07-15,7183743,84,1864715,self_employed,home_purchase,0,429,2241788,1
APP000587,CUST00805,2023-07-15,5678551,84,1440890,salaried,home_purchase,4,571,2709790,0
APP000588,CUST00276,2023-07-15,1487750,60,378403,salaried,home_purchase,1,713,4313320,0
APP000589,CUST00013,2023-07-16,4544848,60,1706835,unemployed,personal,5,690,1968268,0
APP000590,CUST00624,2023-07-16,4388940,36,1718434,salaried,auto,5,845,3340832,0
APP000591,CUST00331,2023-07-16,2594850,24,1641253,salaried,auto,3,366,4709958,1
APP000592,CUST00910,2023-07-17,6207312,36,1824775,contract,business,1,477,3812009,1
APP000593,CUST00737,2023-07-17,1138430,12,631780,salaried,auto,1,890,4943616,0
APP000594,CUST00231,2023-07-17,3259227,120,1963227,contract,auto,1,641,2917467,0
APP000595,CUST00015,2023-07-18,2438107,36,777253,contract,refinance,5,449,1409757,1
APP000596,CUST00318,2023-07-18,3854219,84,1643646,contract,auto,1,473,4956990,1
APP000597,CUST00402,2023-07-18,1845460,120,1242856,self_employed,home_purchase,2,503,3222882,1
APP000598,CUST00412,2023-07-19,6688366,36,1603059,unemployed,auto,2,632,1207050,1
APP000599,CUST00688,2023-07-19,5815834,120,1330074,contract,business,4,470,1585946,1
APP000600,CUST00982,2023-07-19,1701890,36,1356469,self_employed,auto,5,673,1311455,0
APP000601,CUST00704,2023-07-20,698886,12,1309311,salaried,refinance,3,567,4168036,0
APP000602,CUST00237,2023-07-20,3224549,12,1602193,self_employed,personal,4,666,462794,0
APP000603,CUST00893,2023-07-20,6256994,12,1530277,salaried,business,3,393,3699529,1
APP000604,CUST00020,2023-07-21,1890942,120,442193,salaried,auto,2,674,2770097,1
APP000605,CUST00798,2023-07-21,1893510,36,1686898,self_employed,refinance,0,854,367363,0
APP000606,CUST00741,2023-07-21,4641645,24,1164922,salaried,personal,1,381,3066796,1
APP000607,CUST00487,2023-07-22,797703,36,781550,salaried,home_purchase,2,496,3765756,1
APP000608,CUST00875,2023-07-22,2538547,24,1125601,self_employed,business,0,716,3629807,0
APP000609,CUST00110,2023-07-22,9690707,120,1940570,contract,refinance,1,670,2642570,1
APP000610,CUST00747,2023-07-23,2382945,120,1743629,salaried,refinance,2,704,1677229,0
APP000611,CUST00304,2023-07-23,2028605,12,1700657,self_employed,personal,2,635,819219,0
APP000612,CUST00605,2023-07-23,2481978,84,1033038,salaried,home_purchase,4,709,61284,0
APP000613,CUST00145,2023-07-24,5299260,36,1611448,salaried,refinance,5,665,1797767,0
APP000614,CUST00538,2023-07-24,4196118,12,893161,salaried,home_purchase,4,344,3161147,1
APP000615,CUST00038,2023-07-24,7051629,120,1435097,self_employed,refinance,0,750,188281,1
APP000616,CUST00235,2023-07-25,1099053,12,1351213,contract,auto,2,568,4993477,0
