customer_id,bureau_pull_date,credit_score,total_accounts,open_accounts,delinquent_accounts,credit_utilisation_pct,oldest_account_months,hard_inquiries_6m,total_credit_limit_inr,total_balance_inr
CUST00059,2024-04-03,511,8,8,4,0.774,2,0,1084583,596356
CUST00761,2024-04-04,316,19,7,4,0.0227,113,6,448777,334210
CUST00452,2024-04-04,865,5,4,1,0.3043,205,5,1664364,1410070
CUST00625,2024-04-04,781,13,3,3,0.8797,174,9,1401885,540759
CUST00615,2024-04-04,831,7,6,2,0.6904,207,3,1752900,752515
CUST00438,2024-04-05,512,6,6,2,0.172,119,3,1417899,802890
CUST00807,2024-04-05,634,4,3,3,0.4908,23,2,986944,330987
CUST00172,2024-04-05,574,11,4,2,0.7219,2,5,625715,851870
CUST00865,2024-04-05,585,13,3,4,0.9373,37,2,1972040,530484
CUST00617,2024-04-06,653,7,0,0,0.6343,14,1,1480545,15480
CUST00464,2024-04-06,570,11,0,3,0.0247,108,9,1755895,612209
CUST00525,2024-04-06,763,10,0,4,0.4997,13,6,1190768,875764
CUST00281,2024-04-06,335,6,4,4,0.153,45,1,1045415,175934
CUST00720,2024-04-07,415,14,5,0,0.0478,101,6,116893,1169075
CUST00064,2024-04-07,835,11,4,0,0.5985,176,3,185110,991188
CUST00237,2024-04-07,829,2,9,3,0.7769,162,1,1428188,464951
CUST00205,2024-04-07,790,10,2,4,0.0361,14,4,487759,888246
CUST00665,2024-04-08,521,8,3,4,0.7836,216,7,209907,455485
CUST00197,2024-04-08,573,16,2,4,0.7064,132,0,1563977,971584
CUST00898,2024-04-08,315,6,2,0,0.752,84,3,1260033,230917
CUST00831,2024-04-08,467,19,5,2,0.2447,92,9,266750,916187
CUST00663,2024-04-09,735,12,3,3,0.3936,203,3,1024739,82646
CUST00587,2024-04-09,505,3,3,3,0.1198,112,0,966110,25008
CUST00174,2024-04-09,588,8,6,3,0.2389,59,4,57242,381466
CUST00714,2024-04-09,373,17,8,1,0.3028,102,6,1229461,261694
CUST00307,2024-04-10,597,5,2,2,0.3194,17,9,823542,736079
CUST00260,2024-04-10,733,14,1,2,0.175,37,6,1762776,248358
CUST00377,2024-04-10,643,15,2,4,0.1887,76,0,275662,366685
CUST00326,2024-04-10,634,14,5,1,0.9015,53,8,1701872,146927
CUST00129,2024-04-11,848,2,9,1,0.7839,84,7,62523,1330366
CUST00887,2024-04-11,440,8,1,0,0.3445,16,6,1540341,1103213
CUST00506,2024-04-11,479,7,0,0,0.9476,146,8,1576049,326489
CUST00482,2024-04-11,673,7,5,4,0.2389,28,7,845003,180205
CUST00264,2024-04-12,588,17,9,4,0.4068,52,2,597076,1275375
CUST00407,2024-04-12,887,1,5,1,0.8135,234,4,327386,1002291
CUST00631,2024-04-12,335,11,9,3,0.4429,2,5,712877,1328774
CUST00415,2024-04-12,373,19,6,2,0.2346,67,4,1355816,267585
CUST00354,2024-04-13,505,17,0,4,0.3685,120,6,1463517,538161
CUST00385,2024-04-13,575,12,4,1,0.5007,74,7,403512,177465
CUST00375,2024-04-13,834,19,7,4,0.6206,77,1,71722,635026
CUST00300,2024-04-13,596,8,5,1,0.4056,31,5,1144563,243795
CUST00881,2024-04-14,562,12,1,3,0.4313,102,0,1182531,6230
CUST00908,2024-04-14,400,11,1,1,0.2639,181,5,1962322,762605
CUST00771,2024-04-14,560,1,6,3,0.5353,141,4,1534605,1468587
CUST00568,2024-04-14,618,1,4,1,0.2195,221,2,1123104,968223
CUST00114,2024-04-15,650,18,5,4,0.8675,168,9,1204079,1135389
CUST00409,2024-04-15,663,4,3,3,0.7474,189,2,1308835,1217887
CUST00602,2024-04-15,557,7,3,1,0.4103,104,0,930879,1458331
CUST00475,2024-04-15,394,12,6,4,0.7472,147,3,1371272,192843
CUST00470,2024-04-16,391,11,0,3,0.007,139,7,431116,376131
CUST00239,2024-04-16,392,10,4,2,0.3445,195,0,1669257,924280
CUST00614,2024-04-16,671,19,3,0,0.4403,120,4,1730271,1231571
CUST00359,2024-04-16,813,15,7,4,0.4698,97,4,898212,1160759
CUST00428,2024-04-17,829,18,7,3,0.7487,17,8,940513,1091451
CUST00038,2024-04-17,486,13,4,3,0.9628,206,0,1020144,468607
CUST00725,2024-04-17,347,19,2,4,0.38,105,0,1643872,547256
CUST00542,2024-04-17,678,12,2,3,0.3506,191,5,393145,119573
CUST00611,2024-04-18,323,11,2,1,0.6105,163,1,715969,470851
CUST00719,2024-04-18,676,16,2,1,0.2813,1,7,1248625,233918
CUST00303,2024-04-18,529,17,7,0,0.1414,156,2,1402155,1407228
CUST00336,2024-04-18,803,2,0,0,0.9615,117,5,626728,137337
CUST00171,2024-04-19,675,18,0,3,0.8095,58,0,278496,545114
CUST00472,2024-04-19,743,14,5,4,0.9585,64,6,1039868,1330817
CUST00528,2024-04-19,543,18,2,0,0.2178,153,5,1295181,1433768
CUST00330,2024-04-19,804,14,8,2,0.0178,21,0,1544786,565052
CUST00555,2024-04-20,615,18,7,0,0.4373,145,2,55791,698128
CUST00591,2024-04-20,675,6,7,2,0.9336,203,0,84261,785022
CUST00292,2024-04-20,516,4,4,3,0.1383,21,0,803677,1233322
CUST00979,2024-04-20,569,4,4,4,0.1172,2,6,1149635,1153032
CUST00764,2024-04-21,804,5,4,4,0.069,15,4,56954,786168
CUST00325,2024-04-21,536,5,1,1,0.765,175,8,388217,557247
CUST00177,2024-04-21,312,9,5,4,0.7859,203,2,866869,558569
CUST00016,2024-04-21,527,4,8,3,0.6954,237,7,594797,973653
CUST00032,2024-04-22,535,4,2,1,0.0533,7,6,1435561,1252906
CUST00701,2024-04-22,551,10,0,1,0.7233,116,6,117690,115019
CUST00370,2024-04-22,342,16,5,0,0.4486,12,8,1782265,1153261
CUST00269,2024-04-22,377,3,3,4,0.1579,89,7,380452,721358
CUST00548,2024-04-23,494,10,7,1,0.2951,74,7,909246,217803
CUST00762,2024-04-23,554,13,8,1,0.5011,145,7,1973927,144778
CUST00998,2024-04-23,317,14,9,2,0.3297,218,4,1342192,505564
CUST00211,2024-04-23,533,2,3,0,0.9697,193,7,1997119,372426
CUST00981,2024-04-24,492,14,9,4,0.4747,16,8,88345,156168
CUST00013,2024-04-24,320,1,1,3,0.3722,58,7,1453703,440011
CUST00078,2024-04-24,450,5,3,0,0.6732,66,6,197611,1250570
CUST00018,2024-04-24,465,7,2,0,0.6505,60,0,1243120,1076375
CUST00217,2024-04-25,386,17,9,0,0.0024,85,4,685601,313555
CUST00773,2024-04-25,751,4,6,4,0.6185,146,0,1565163,1011156
CUST00649,2024-04-25,343,15,3,2,0.2438,177,1,292487,677548
CUST00035,2024-04-25,646,19,1,3,0.3752,225,3,1798280,1120620
CUST00651,2024-04-26,699,19,7,0,0.7063,168,4,987482,370934
CUST00562,2024-04-26,783,6,6,1,0.5574,72,5,1062644,92632
CUST00173,2024-04-26,627,2,8,2,0.3687,45,9,1163664,469262
CUST00875,2024-04-26,625,5,4,1,0.1674,91,7,118803,1490871
CUST00338,2024-04-27,756,15,1,3,0.5055,192,4,655299,833758
CUST00332,2024-04-27,812,4,3,4,0.3194,238,3,1433321,81630
CUST00213,2024-04-27,426,13,6,1,0.9129,94,7,1923613,1463093
CUST00551,2024-04-27,777,8,2,3,0.5343,43,2,1969974,1238621
CUST00843,2024-04-28,577,15,0,4,0.866,2,8,1094618,815549
CUST00776,2024-04-28,358,12,8,4,0.3902,19,7,553203,1110403
CUST00791,2024-04-28,667,12,5,0,0.8274,153,6,981265,277155
CUST00422,2024-04-28,886,15,3,0,0.0565,141,2,953757,887642
CUST00935,2024-04-29,384,19,5,4,0.2981,154,6,824619,1369486
CUST00858,2024-04-29,308,7,7,4,0.0782,6,8,754485,658285
CUST00570,2024-04-29,849,11,0,1,0.0317,105,0,1743247,58430
CUST00924,2024-04-29,658,12,4,2,0.9189,44,1,811411,1135698
CUST00457,2024-04-30,431,16,2,2,0.7169,81,5,107054,1095144
CUST00054,2024-04-30,775,10,0,3,0.6251,149,3,1456729,1109786
CUST00399,2024-04-30,536,8,0,3,0.5325,66,7,1346892,972639
CUST00316,2024-04-30,499,17,4,1,0.5696,158,4,787888,205767
CUST00479,2024-05-01,473,19,5,4,0.6387,70,9,1278485,171813
CUST00448,2024-05-01,659,11,5,0,0.8266,122,2,1885114,1188948
CUST00283,2024-05-01,380,2,7,0,0.5969,110,3,1852618,1282698
CUST00446,2024-05-01,517,6,4,4,0.7486,92,0,1589833,117835
CUST00891,2024-05-02,483,9,5,0,0.281,31,2,1187517,871537
CUST00919,2024-05-02,336,14,8,4,0.9768,138,2,103911,750819
CUST00990,2024-05-02,757,13,6,1,0.0319,237,7,1048810,525065
CUST00856,2024-05-02,305,16,9,1,0.3866,154,3,1646170,967622
CUST00790,2024-05-03,875,1,2,0,0.882,179,2,1697546,1371317
CUST00885,2024-05-03,356,9,7,4,0.1805,193,3,1557071,1232533
CUST00533,2024-05-03,514,14,6,1,0.1413,10,5,1973685,229640
CUST00414,2024-05-03,359,19,5,0,0.3654,190,7,1057162,694665
CUST00588,2024-05-04,520,3,0,2,0.4282,58,9,263921,1403595
CUST00709,2024-05-04,666,17,5,0,0.9334,159,0,1018793,355287
CUST00530,2024-05-04,352,1,8,3,0.8361,236,8,671492,1281092
CUST00684,2024-05-04,615,4,6,0,0.4641,214,3,1679277,735989
CUST00178,2024-05-05,763,17,0,2,0.973,100,8,1565420,782080
CUST00639,2024-05-05,573,15,2,1,0.6423,201,0,878331,375312
CUST00318,2024-05-05,367,19,5,0,0.8737,148,6,807071,1378922
CUST00723,2024-05-05,715,12,8,0,0.2461,32,9,360951,793088
CUST00130,2024-05-06,411,12,4,2,0.489,58,0,134173,862311
CUST00883,2024-05-06,310,11,8,1,0.0297,229,7,660152,693762
CUST00652,2024-05-06,562,10,7,0,0.0089,219,1,519984,133961
CUST00543,2024-05-06,462,10,2,0,0.7055,214,9,567144,1170756
CUST00995,2024-05-07,317,6,1,4,0.1183,92,7,1997022,492887
CUST00404,2024-05-07,766,17,9,3,0.5478,77,9,1378065,360135
CUST00086,2024-05-07,659,7,5,3,0.696,193,8,1125211,1173066
CUST00930,2024-05-07,845,12,8,4,0.0322,5,3,398803,299977
CUST00572,2024-05-08,588,13,9,0,0.4487,215,4,1690233,1024122
CUST00092,2024-05-08,563,11,4,3,0.6842,145,6,1307306,711278
CUST00012,2024-05-08,805,12,0,3,0.8897,152,1,1053887,1199916
CUST00598,2024-05-08,348,1,9,1,0.2992,105,3,958635,75756
CUST00500,2024-05-09,517,7,5,2,0.9742,235,0,1127506,1161878
CUST00294,2024-05-09,779,9,1,3,0.8445,180,8,1687338,344010
CUST00258,2024-05-09,475,8,5,3,0.6506,13,2,1454247,1305934
CUST00732,2024-05-09,831,18,0,1,0.3919,126,4,995747,530557
CUST00803,2024-05-10,470,18,2,3,0.7111,206,4,1351866,10485
CUST00683,2024-05-10,548,14,3,3,0.8162,19,3,1863117,731444
CUST00629,2024-05-10,838,7,4,0,0.3033,177,7,686170,82102
CUST00221,2024-05-10,446,1,5,2,0.9928,59,9,1805914,404155
CUST00327,2024-05-11,880,15,8,2,0.9086,122,5,1233243,1075024
CUST00040,2024-05-11,326,17,3,1,0.4855,211,8,411310,840954
CUST00051,2024-05-11,459,10,7,0,0.7228,118,1,1935558,1063140
CUST00747,2024-05-11,654,16,9,0,0.524,10,9,1388024,1317621
CUST00584,2024-05-12,656,18,7,3,0.7609,5,1,802572,702007
CUST00554,2024-05-12,845,11,2,4,0.827,177,0,468518,815591
CUST00532,2024-05-12,875,4,6,2,0.0232,223,0,1835781,87383
CUST00657,2024-05-12,706,1,2,4,0.0791,70,2,1655443,430259
CUST00697,2024-05-13,695,15,4,4,0.3365,224,8,136811,1086351
CUST00262,2024-05-13,490,11,6,3,0.9176,109,3,1289660,92971
CUST00827,2024-05-13,783,3,2,2,0.3983,15,7,273505,538829
CUST00707,2024-05-13,685,2,0,4,0.8875,127,4,623529,204999
CUST00556,2024-05-14,314,19,8,3,0.4624,233,1,1157634,1286044
CUST00234,2024-05-14,799,7,7,4,0.2889,60,4,535791,841826
CUST00253,2024-05-14,515,7,1,4,0.9006,230,2,1049357,966704
CUST00735,2024-05-14,585,12,3,0,0.5607,156,2,887676,1025563
CUST00124,2024-05-15,591,7,2,3,0.3605,95,5,1183923,336461
CUST00689,2024-05-15,791,18,9,3,0.0444,166,7,1611409,74501
CUST00579,2024-05-15,460,13,9,4,0.1109,96,5,352606,596659
CUST00265,2024-05-15,535,7,6,1,0.1393,21,2,1602515,278324
CUST00676,2024-05-16,323,6,4,4,0.3648,209,7,483616,482991
CUST00062,2024-05-16,509,17,0,2,0.6073,90,6,115083,478621
CUST00999,2024-05-16,353,12,2,1,0.3076,136,2,920521,1173007
CUST00705,2024-05-16,649,18,0,0,0.0655,178,8,639460,479659
CUST00311,2024-05-17,835,7,7,1,0.2648,20,8,409829,227026
CUST00623,2024-05-17,578,1,0,4,0.4087,173,6,874559,1437610
CUST00026,2024-05-17,847,18,6,3,0.9923,88,2,1744271,73605
CUST00312,2024-05-17,886,5,9,3,0.393,131,3,1191884,305655
CUST00153,2024-05-18,332,17,3,4,0.0892,110,4,1469281,520895
CUST00612,2024-05-18,609,14,6,1,0.5811,186,1,341577,93780
CUST00859,2024-05-18,616,5,8,3,0.9196,45,3,197866,1349149
CUST00248,2024-05-18,531,15,4,1,0.7867,26,1,703801,529522
CUST00226,2024-05-19,798,2,4,4,0.8362,99,1,1560123,1173379
CUST00244,2024-05-19,536,8,2,2,0.9282,29,7,1776914,201662
CUST00668,2024-05-19,333,7,4,4,0.6365,59,1,248405,782439
CUST00590,2024-05-19,628,13,8,3,0.9949,158,4,979267,189872
CUST00736,2024-05-20,421,11,6,3,0.0333,196,4,823190,347468
CUST00918,2024-05-20,512,12,2,4,0.8348,166,0,1501079,611175
CUST00690,2024-05-20,601,10,5,3,0.857,76,8,450732,1294067
CUST00577,2024-05-20,733,15,7,1,0.9167,195,9,995318,459586
CUST00974,2024-05-21,466,4,0,2,0.4782,98,6,1707134,1132172
CUST00088,2024-05-21,528,14,7,2,0.7878,44,6,956716,137590
CUST00157,2024-05-21,340,1,2,0,0.1951,181,2,1573492,377308
CUST00141,2024-05-21,530,2,2,2,0.6031,124,8,1262754,906455
CUST00514,2024-05-22,648,14,4,2,0.3586,89,7,1214932,702383
CUST00342,2024-05-22,670,4,5,1,0.5962,158,4,555760,752549
CUST00361,2024-05-22,475,15,9,0,0.6756,174,7,1985351,1017424
CUST00219,2024-05-22,336,3,2,2,0.3471,54,9,537114,115649
CUST00198,2024-05-23,646,3,2,2,0.2162,29,6,1865431,1043207
CUST00431,2024-05-23,693,18,3,0,0.3217,124,1,1979240,1294116
CUST00282,2024-05-23,351,4,8,3,0.664,13,3,1047204,1149170
CUST00580,2024-05-23,602,18,9,0,0.6769,153,1,1744534,427069
CUST00301,2024-05-24,357,7,4,0,0.7413,106,3,1444425,526417
CUST00490,2024-05-24,571,16,6,2,0.1265,52,8,1488622,1442071
CUST00085,2024-05-24,684,18,9,1,0.8185,144,1,183594,1184969
CUST00801,2024-05-24,731,3,8,4,0.6881,90,8,317431,1397307
CUST00538,2024-05-25,728,7,6,0,0.0305,93,2,185756,1370219
CUST00169,2024-05-25,754,11,5,1,0.3356,52,4,108938,651144
CUST00047,2024-05-25,444,17,9,3,0.4667,162,5,1680155,194143
CUST00232,2024-05-25,807,4,2,1,0.3606,216,1,392054,342850
CUST00227,2024-05-26,509,4,3,4,0.1174,148,1,62353,441293
CUST00937,2024-05-26,524,7,7,3,0.2073,57,3,1878575,1252279
CUST00717,2024-05-26,772,4,0,4,0.0246,200,0,593575,414367
CUST00738,2024-05-26,496,6,5,4,0.0931,29,7,1641765,541928
CUST00170,2024-05-27,344,3,8,0,0.2663,70,5,1923020,1276961
CUST00110,2024-05-27,728,16,1,2,0.82,9,8,1069998,245326
CUST00848,2024-05-27,697,16,8,3,0.5266,203,8,1857104,995422
CUST00912,2024-05-27,649,3,4,0,0.4245,11,3,1939122,827411
CUST00184,2024-05-28,385,11,8,2,0.6622,131,8,331365,1476675
CUST00727,2024-05-28,679,13,6,3,0.5415,46,0,335835,734103
CUST00606,2024-05-28,419,12,1,3,0.1315,51,4,771380,781851
CUST00871,2024-05-28,633,19,7,2,0.2226,146,6,1140343,1275026
CUST00031,2024-05-29,604,13,0,4,0.2225,193,4,1582772,1487527
CUST00993,2024-05-29,763,14,2,3,0.6,5,7,407283,1093922
CUST00578,2024-05-29,885,1,8,0,0.4616,38,8,427134,1047119
CUST00648,2024-05-29,414,2,8,1,0.3876,69,4,647535,1314209
CUST00589,2024-05-30,368,12,0,4,0.5566,226,2,579218,1469590
CUST00823,2024-05-30,633,18,3,0,0.9701,14,5,1883263,1102054
CUST00366,2024-05-30,871,8,0,0,0.3142,43,8,822181,438563
CUST00832,2024-05-30,394,13,2,1,0.5202,97,9,1743143,963262
CUST00780,2024-05-31,592,4,9,4,0.4804,78,8,158970,354273
CUST00252,2024-05-31,544,9,1,3,0.7166,12,2,248507,750265
CUST00855,2024-05-31,490,15,6,0,0.7303,130,2,1617046,666693
CUST00027,2024-05-31,698,13,8,1,0.7291,146,5,536610,1481329
CUST00469,2024-06-01,477,3,8,4,0.2015,43,4,211113,831504
CUST00774,2024-06-01,595,17,3,1,0.4491,165,6,1209289,1438747
CUST00328,2024-06-01,807,18,6,2,0.8112,14,9,337203,1212204
CUST00120,2024-06-01,527,10,4,2,0.3815,175,5,169637,1273279
CUST00960,2024-06-02,312,7,1,3,0.9843,62,3,841927,253911
CUST00084,2024-06-02,830,11,2,3,0.3648,54,8,1122665,1162978
CUST00671,2024-06-02,464,16,7,4,0.4977,47,4,1078351,377224
CUST00903,2024-06-02,763,9,6,0,0.4745,208,6,1189758,866339
CUST00921,2024-06-03,757,1,5,2,0.4337,121,1,96070,729233
CUST00755,2024-06-03,615,2,7,3,0.8456,165,5,617386,389630
CUST00484,2024-06-03,352,16,6,2,0.1553,49,4,719752,1477300
CUST00973,2024-06-03,870,15,3,3,0.5677,14,1,621589,1313158
CUST00440,2024-06-04,708,15,2,3,0.6186,10,2,1140144,861373
CUST00938,2024-06-04,554,3,9,1,0.8512,106,7,496704,16224
CUST00081,2024-06-04,812,4,9,0,0.6092,79,1,1282386,274903
CUST00449,2024-06-04,772,8,0,4,0.96,184,1,1874568,341159
CUST00014,2024-06-05,756,5,7,4,0.8722,189,0,1338467,1457871
CUST00808,2024-06-05,400,8,1,4,0.3487,75,0,808298,605598
CUST00056,2024-06-05,679,11,8,1,0.8599,104,4,897703,70101
CUST00125,2024-06-05,471,6,5,1,0.9585,92,4,1191274,879235
CUST00802,2024-06-06,347,3,6,1,0.2572,162,6,1461739,1425653
CUST00417,2024-06-06,502,8,7,0,0.6102,151,5,638070,841318
CUST00390,2024-06-06,362,14,6,0,0.2818,156,5,124906,666017
CUST00513,2024-06-06,363,12,2,1,0.6496,14,9,1420194,263723
CUST00873,2024-06-07,736,7,8,4,0.0936,81,2,1340005,1318188
CUST00335,2024-06-07,601,6,5,1,0.7342,232,7,247810,157197
CUST00619,2024-06-07,538,12,5,2,0.4198,82,0,1271785,1400292
CUST00929,2024-06-07,415,4,3,2,0.5873,42,8,189701,333493
CUST00015,2024-06-08,762,16,0,1,0.0259,48,3,1304036,207248
CUST00866,2024-06-08,680,17,5,4,0.6954,7,3,1501353,523063
CUST00635,2024-06-08,651,1,3,0,0.496,187,1,80263,7441
CUST00945,2024-06-08,414,19,6,4,0.6253,2,5,1467002,21080
CUST00624,2024-06-09,374,1,3,3,0.3157,143,3,284872,279712
CUST00231,2024-06-09,374,9,9,1,0.1458,96,9,566752,1038683
CUST00381,2024-06-09,315,13,6,3,0.4354,23,1,1424444,1221701
CUST00456,2024-06-09,881,7,4,2,0.944,212,4,742341,371591
CUST00340,2024-06-10,520,4,7,4,0.2278,178,9,1955220,966785
CUST00640,2024-06-10,694,1,6,0,0.6758,196,8,1916657,527106
CUST00146,2024-06-10,889,14,6,0,0.0498,224,7,1974469,649439
CUST00276,2024-06-10,861,1,5,2,0.7181,218,5,253444,502352
CUST00763,2024-06-11,492,10,9,4,0.2384,168,8,393761,1337165
CUST00279,2024-06-11,593,8,3,0,0.4515,128,2,407136,767744
CUST00800,2024-06-11,577,19,4,3,0.3678,167,8,1191430,759364
CUST00256,2024-06-11,320,18,2,4,0.1128,108,5,888574,1289699
CUST00367,2024-06-12,760,16,5,2,0.3456,44,3,1504420,985890
CUST00278,2024-06-12,644,14,9,4,0.3501,93,2,600092,224084
CUST00259,2024-06-12,522,11,6,3,0.5221,112,5,439523,283190
CUST00644,2024-06-12,634,7,2,1,0.9724,12,0,1315566,511090
CUST00436,2024-06-13,741,4,9,4,0.47,203,7,1253662,146823
CUST00706,2024-06-13,308,19,7,3,0.9144,218,2,1396673,1038043
CUST00914,2024-06-13,687,8,4,0,0.4616,101,3,658524,743004
CUST00733,2024-06-13,816,9,1,2,0.1075,119,1,1076456,66347
CUST00642,2024-06-14,735,3,4,3,0.2302,201,4,1860285,600700
CUST00305,2024-06-14,671,6,8,4,0.4075,109,3,1241834,1244967
CUST00894,2024-06-14,354,13,5,3,0.3254,165,1,1868357,1360578
CUST00401,2024-06-14,746,9,1,2,0.8658,124,8,895170,1442737
CUST00425,2024-06-15,750,12,1,1,0.6786,65,7,137443,1383866
CUST00962,2024-06-15,596,5,9,0,0.5783,190,3,1532755,911455
CUST00567,2024-06-15,649,2,4,0,0.4912,47,0,947887,1390772
CUST00845,2024-06-15,671,17,6,3,0.3973,54,8,132092,1434762
CUST00187,2024-06-16,372,9,3,4,0.6122,166,6,320532,952930
CUST00383,2024-06-16,454,7,0,0,0.1246,170,5,660138,619592
CUST00751,2024-06-16,775,6,4,3,0.1625,229,6,422443,1449140
CUST00702,2024-06-16,884,13,6,2,0.3031,170,0,1384638,622547
CUST00620,2024-06-17,462,11,3,0,0.1712,6,4,1241761,249570
CUST00379,2024-06-17,540,8,6,1,0.6771,204,1,692807,159373
CUST00004,2024-06-17,849,18,4,1,0.0248,99,6,215080,851173
CUST00466,2024-06-17,397,18,3,3,0.1602,3,9,203143,53170
CUST00847,2024-06-18,456,4,2,1,0.9026,139,5,1893989,177904
CUST00632,2024-06-18,333,13,2,4,0.9975,41,6,722776,366756
CUST00206,2024-06-18,440,19,2,1,0.4876,100,6,259219,794741
CUST00003,2024-06-18,681,10,7,0,0.4954,113,9,1437414,717192
CUST00744,2024-06-19,508,1,3,0,0.7734,18,0,1746434,766796
CUST00030,2024-06-19,890,3,7,2,0.0362,204,3,287870,761523
CUST00870,2024-06-19,834,13,3,2,0.427,122,2,1892596,1491257
CUST00309,2024-06-19,837,18,3,3,0.0998,231,7,1463031,326363
CUST00376,2024-06-20,735,3,9,2,0.4009,112,4,541477,711070
CUST00067,2024-06-20,721,11,8,0,0.9838,143,7,1562138,919208
CUST00950,2024-06-20,605,10,4,1,0.7536,195,4,868895,410918
CUST00291,2024-06-20,894,6,2,2,0.985,51,9,1288836,271808
CUST00582,2024-06-21,357,13,7,1,0.746,218,7,297465,69981
CUST00196,2024-06-21,733,17,0,3,0.6081,45,0,526256,489316
CUST00646,2024-06-21,384,5,4,4,0.7542,239,9,1558183,381265
CUST00860,2024-06-21,503,2,5,1,0.6591,153,9,1620325,293564
CUST00139,2024-06-22,453,7,6,2,0.4641,124,0,71314,406899
CUST00926,2024-06-22,660,6,1,4,0.2925,51,3,468162,1044995
CUST00729,2024-06-22,772,14,0,1,0.5202,137,9,1234685,1241281
CUST00561,2024-06-22,347,11,2,2,0.2585,133,8,1816350,774858
CUST00941,2024-06-23,660,1,1,1,0.4867,236,4,1364881,99809
CUST00512,2024-06-23,433,7,5,3,0.1461,200,5,1427959,1104151
CUST00789,2024-06-23,346,14,9,3,0.5654,116,0,807849,227995
CUST00897,2024-06-23,550,10,2,0,0.2453,94,5,156703,85872
CUST00741,2024-06-24,648,11,4,0,0.2936,93,6,1543532,852691
CUST00230,2024-06-24,421,6,2,0,0.499,91,3,1608609,638043
CUST00515,2024-06-24,533,7,0,0,0.1625,4,3,914432,467751
CUST00545,2024-06-24,872,3,7,0,0.9624,9,8,1037545,1450437
CUST00280,2024-06-25,508,2,2,3,0.4469,180,4,508349,136834
CUST00460,2024-06-25,897,1,5,4,0.3523,61,2,932665,80429
CUST00487,2024-06-25,800,12,6,2,0.0292,99,3,521812,881234
CUST00434,2024-06-25,522,3,8,4,0.8433,167,4,869996,627568
CUST00189,2024-06-26,646,11,1,3,0.6258,146,2,311388,1202311
CUST00455,2024-06-26,725,19,5,4,0.4164,87,5,1232928,60597
CUST00331,2024-06-26,578,14,9,3,0.2455,180,8,532681,629065
CUST00069,2024-06-26,544,11,4,0,0.7451,38,7,1462928,219979
CUST00558,2024-06-27,497,3,0,2,0.9455,113,2,1059608,61776
CUST00798,2024-06-27,383,10,2,2,0.3808,26,4,1797154,693789
CUST00539,2024-06-27,314,17,7,3,0.1349,128,5,481281,1102272
CUST00136,2024-06-27,502,8,7,3,0.1092,23,6,582242,236270
CUST00496,2024-06-28,777,16,3,0,0.0064,226,7,523929,1263432
CUST00320,2024-06-28,440,14,1,3,0.744,158,4,1280013,778133
CUST00968,2024-06-28,407,6,2,4,0.9814,59,3,258363,720743
CUST00132,2024-06-28,496,3,2,0,0.9928,147,6,1388368,1384097
CUST00626,2024-06-29,659,1,7,2,0.7842,84,1,1647136,493747
CUST00138,2024-06-29,429,6,8,4,0.1622,124,6,1365854,300611
CUST00473,2024-06-29,432,7,0,0,0.9777,40,8,312608,1179414
CUST00693,2024-06-29,367,13,7,0,0.3278,120,7,1011351,160779
CUST00822,2024-06-30,499,11,7,4,0.3336,26,4,1090285,1308143
CUST00180,2024-06-30,430,10,6,0,0.6873,37,8,812493,1237914
CUST00610,2024-06-30,798,14,8,3,0.049,140,5,959334,1465483
CUST00900,2024-06-30,843,15,0,4,0.8258,120,5,1536638,690404
CUST00890,2024-07-01,522,14,6,2,0.9973,71,8,1677490,933293
CUST00193,2024-07-01,351,18,1,2,0.7751,15,1,635019,1323916
CUST00215,2024-07-01,352,7,8,2,0.7817,102,7,693171,197414
CUST00531,2024-07-01,494,16,4,1,0.3903,222,6,455703,459184
CUST00229,2024-07-02,578,8,0,1,0.0659,170,5,833469,707778
CUST00471,2024-07-02,617,4,7,2,0.7927,14,0,1114366,941298
CUST00245,2024-07-02,482,3,7,4,0.5972,225,7,1441444,1018752
CUST00212,2024-07-02,512,2,4,4,0.9093,102,2,571841,1384970
CUST00076,2024-07-03,470,19,3,4,0.116,138,8,471863,733996
CUST00849,2024-07-03,610,4,0,0,0.3051,1,7,114804,257543
CUST00819,2024-07-03,718,16,9,1,0.3607,75,3,233086,284855
CUST00396,2024-07-03,326,15,1,3,0.6833,188,4,150572,1201092
CUST00703,2024-07-04,587,9,8,2,0.7877,80,0,454375,691552
CUST00005,2024-07-04,689,18,5,1,0.961,40,4,1405270,947275
CUST00940,2024-07-04,703,18,6,1,0.2954,22,0,1559703,844287
CUST00183,2024-07-04,638,18,6,0,0.4936,222,9,1947634,1219420
CUST00380,2024-07-05,615,10,8,1,0.029,195,6,1112933,327670
CUST00238,2024-07-05,708,6,0,2,0.253,11,2,936642,256040
CUST00785,2024-07-05,527,1,9,2,0.374,222,8,1803795,1100313
CUST00050,2024-07-05,640,16,0,2,0.5938,197,0,336769,651129
CUST00740,2024-07-06,491,17,9,1,0.4708,87,5,1278996,1223687
CUST00931,2024-07-06,562,11,2,1,0.3645,157,1,1645262,193255
CUST00133,2024-07-06,374,2,8,4,0.6241,62,0,1029977,407822
CUST00517,2024-07-06,510,16,0,2,0.8286,60,2,559799,1440123
CUST00975,2024-07-07,385,6,4,1,0.2417,171,2,1260690,1265505
