transaction_id,customer_id,transaction_date,amount_inr,transaction_type,channel,merchant_code,balance_after_inr,is_flagged
TXN0001309,CUST00834,2023-03-01,298353,emi_payment,internet_banking,MCC4438,1341146,0
TXN0001310,CUST00437,2023-10-27,314451,transfer,internet_banking,MCC1931,617615,0
TXN0001311,CUST00846,2023-06-13,186579,debit,internet_banking,MCC5320,1271887,0
TXN0001312,CUST00612,2023-07-11,183697,atm_withdrawal,pos,MCC5220,956670,0
TXN0001313,CUST00861,2023-08-23,234636,debit,atm,MCC5501,1367556,0
TXN0001314,CUST00082,2023-09-15,497889,transfer,internet_banking,MCC8689,1743825,0
TXN0001315,CUST00043,2023-08-21,1922,emi_payment,atm,MCC3514,1640090,0
TXN0001316,CUST00112,2023-02-07,254460,emi_payment,internet_banking,MCC6745,1464614,0
TXN0001317,CUST00875,2023-04-18,158534,atm_withdrawal,internet_banking,MCC2793,1535728,0
TXN0001318,CUST00994,2023-11-05,274440,emi_payment,mobile_app,MCC8909,347537,0
TXN0001319,CUST00999,2023-01-15,2080,emi_payment,pos,MCC5122,369785,0
TXN0001320,CUST00333,2023-09-19,458952,debit,internet_banking,MCC8193,1677195,0
TXN0001321,CUST00265,2023-07-09,228554,credit,atm,MCC3420,1081816,0
TXN0001322,CUST00350,2023-02-13,484821,credit,mobile_app,MCC3816,862837,0
TXN0001323,CUST00818,2023-02-14,77196,credit,mobile_app,MCC9845,1330052,0
TXN0001324,CUST00252,2023-12-24,291859,debit,atm,MCC2755,165736,0
TXN0001325,CUST00548,2023-01-12,339942,debit,mobile_app,MCC6051,330181,0
TXN0001326,CUST00647,2023-01-09,398111,transfer,mobile_app,MCC3902,294344,0
TXN0001327,CUST00362,2023-01-07,4606,emi_payment,internet_banking,MCC4510,1132233,0
TXN0001328,CUST00474,2023-08-18,317419,atm_withdrawal,branch,MCC7262,132327,0
TXN0001329,CUST00666,2023-12-05,73994,atm_withdrawal,mobile_app,MCC8036,89303,0
TXN0001330,CUST00791,2023-03-04,213757,transfer,mobile_app,MCC5329,1353175,0
TXN0001331,CUST00190,2023-10-18,26784,atm_withdrawal,internet_banking,MCC6741,1469690,0
TXN0001332,CUST00513,2023-09-20,28751,transfer,atm,MCC1394,515129,0
TXN0001333,CUST00155,2023-03-25,383183,transfer,mobile_app,MCC3105,1381983,0
TXN0001334,CUST00016,2023-01-26,358900,credit,internet_banking,MCC7681,192698,0
TXN0001335,CUST00646,2023-06-28,447651,emi_payment,mobile_app,MCC6992,818893,0
TXN0001336,CUST00483,2023-01-30,350161,credit,internet_banking,MCC1402,731339,1
TXN0001337,CUST00260,2023-02-11,297959,transfer,internet_banking,MCC9019,692840,0
TXN0001338,CUST00056,2023-06-20,58439,atm_withdrawal,atm,MCC4683,1733932,0
TXN0001339,CUST00946,2023-10-25,382575,transfer,mobile_app,MCC3733,156941,0
TXN0001340,CUST00827,2023-12-29,115111,credit,pos,MCC5160,1257456,0
TXN0001341,CUST00936,2023-08-18,53407,emi_payment,internet_banking,MCC4552,547417,0
TXN0001342,CUST00114,2023-04-11,366090,emi_payment,pos,MCC5526,972454,0
TXN0001343,CUST00015,2023-04-30,294057,emi_payment,atm,MCC2477,402437,0
TXN0001344,CUST00217,2023-08-12,74941,debit,internet_banking,MCC2251,1466389,0
TXN0001345,CUST00101,2023-03-05,274664,credit,internet_banking,MCC9906,121768,0
TXN0001346,CUST00460,2023-07-09,345498,debit,pos,MCC7729,151790,0
TXN0001347,CUST00646,2023-10-08,249493,atm_withdrawal,pos,MCC4250,657597,0
TXN0001348,CUST00196,2023-11-04,359016,credit,atm,MCC8643,1765543,1
TXN0001349,CUST00397,2023-01-22,252308,transfer,mobile_app,MCC8158,47750,0
TXN0001350,CUST00540,2023-04-16,176736,atm_withdrawal,pos,MCC7280,355472,0
TXN0001351,CUST00318,2023-04-04,111789,atm_withdrawal,branch,MCC7491,983545,0
TXN0001352,CUST00461,2023-07-22,129165,credit,mobile_app,MCC9558,42763,0
TXN0001353,CUST00591,2023-03-09,404578,atm_withdrawal,pos,MCC8506,1068585,0
TXN0001354,CUST00953,2023-12-13,186582,emi_payment,mobile_app,MCC3317,724720,0
TXN0001355,CUST00311,2023-12-01,358115,emi_payment,internet_banking,MCC7539,1291259,0
TXN0001356,CUST00089,2023-05-02,179662,debit,mobile_app,MCC2446,116894,0
TXN0001357,CUST00869,2023-05-29,262775,emi_payment,branch,MCC5523,353399,0
TXN0001358,CUST00577,2023-06-10,303549,emi_payment,pos,MCC1605,334157,0
TXN0001359,CUST00473,2023-01-16,238914,transfer,mobile_app,MCC2524,1474876,0
TXN0001360,CUST00721,2023-11-21,371949,transfer,mobile_app,MCC7492,1477997,0
TXN0001361,CUST00982,2023-10-12,462078,credit,pos,MCC4344,232588,0
TXN0001362,CUST00128,2023-05-02,430890,emi_payment,mobile_app,MCC2458,809466,0
TXN0001363,CUST00861,2023-07-19,460719,debit,mobile_app,MCC9813,1407766,0
TXN0001364,CUST00637,2023-05-19,15093,credit,branch,MCC9442,13797,0
TXN0001365,CUST00586,2023-03-25,379679,transfer,internet_banking,MCC3062,201239,0
TXN0001366,CUST00865,2023-04-22,363303,debit,pos,MCC6384,1287514,0
TXN0001367,CUST00305,2023-02-09,206259,atm_withdrawal,mobile_app,MCC3644,1129355,0
TXN0001368,CUST00788,2023-10-23,157161,atm_withdrawal,branch,MCC8236,1414222,0
TXN0001369,CUST00571,2023-08-27,26673,transfer,pos,MCC7190,933255,0
TXN0001370,CUST00936,2023-12-06,419337,transfer,atm,MCC4911,1803926,0
TXN0001371,CUST00468,2023-01-03,420112,credit,mobile_app,MCC9377,250999,0
TXN0001372,CUST00721,2023-08-19,37950,credit,mobile_app,MCC7612,309205,0
TXN0001373,CUST00498,2023-07-24,291111,atm_withdrawal,mobile_app,MCC2361,1270627,0
TXN0001374,CUST00394,2023-08-16,275632,transfer,pos,MCC4992,1714331,0
TXN0001375,CUST00376,2023-12-28,86286,atm_withdrawal,internet_banking,MCC8466,45804,0
TXN0001376,CUST00921,2023-05-23,274381,debit,mobile_app,MCC5848,1417415,0
TXN0001377,CUST00838,2023-02-21,405892,debit,internet_banking,MCC1898,1945119,0
TXN0001378,CUST00226,2023-01-05,163323,transfer,internet_banking,MCC7961,1127245,0
TXN0001379,CUST00866,2023-06-29,362899,emi_payment,mobile_app,MCC5329,1662174,0
TXN0001380,CUST00584,2023-03-05,485156,transfer,branch,MCC3143,523539,0
TXN0001381,CUST00105,2023-02-21,227443,atm_withdrawal,pos,MCC8339,1609912,0
TXN0001382,CUST00766,2023-02-23,53550,debit,internet_banking,MCC8959,915685,0
TXN0001383,CUST00163,2023-04-12,148753,atm_withdrawal,pos,MCC6287,597026,0
TXN0001384,CUST00873,2023-02-12,68284,transfer,atm,MCC7445,396541,0
TXN0001385,CUST00455,2023-06-27,176436,credit,internet_banking,MCC3169,1705760,0
TXN0001386,CUST00917,2023-08-27,322165,emi_payment,atm,MCC7718,1435388,0
TXN0001387,CUST00484,2023-04-16,101403,emi_payment,internet_banking,MCC9137,1577261,0
TXN0001388,CUST00085,2023-02-19,257198,atm_withdrawal,internet_banking,MCC3143,1407179,0
TXN0001389,CUST00767,2023-07-28,499034,debit,internet_banking,MCC9485,511337,0
TXN0001390,CUST00727,2023-02-01,132307,emi_payment,mobile_app,MCC1811,383059,0
TXN0001391,CUST00303,2023-09-27,439952,credit,atm,MCC5012,1295568,0
TXN0001392,CUST00205,2023-05-20,152205,transfer,mobile_app,MCC1655,505233,0
TXN0001393,CUST00864,2023-05-30,307084,transfer,mobile_app,MCC5026,1296045,0
TXN0001394,CUST00780,2023-04-01,78595,emi_payment,mobile_app,MCC6822,1802223,0
TXN0001395,CUST00298,2023-04-14,134121,credit,mobile_app,MCC8833,1497865,0
TXN0001396,CUST00701,2023-02-23,433895,credit,pos,MCC2349,943369,0
TXN0001397,CUST00241,2023-07-23,294912,transfer,mobile_app,MCC8985,1817688,0
TXN0001398,CUST00182,2023-02-23,284802,emi_payment,atm,MCC9991,1102234,0
TXN0001399,CUST00664,2023-09-06,255413,atm_withdrawal,internet_banking,MCC1599,939836,0
TXN0001400,CUST00833,2023-04-04,122492,debit,mobile_app,MCC9648,1917250,0
TXN0001401,CUST00919,2023-07-26,464590,transfer,internet_banking,MCC9158,670186,0
TXN0001402,CUST00462,2023-07-15,196771,debit,mobile_app,MCC1262,414047,0
TXN0001403,CUST00144,2023-08-20,5827,emi_payment,internet_banking,MCC1569,277934,0
TXN0001404,CUST00544,2023-10-04,453351,emi_payment,pos,MCC7524,1254260,0
TXN0001405,CUST00681,2023-07-24,23372,atm_withdrawal,atm,MCC4778,1019988,0
TXN0001406,CUST00972,2023-11-08,443431,debit,pos,MCC3346,1548029,0
TXN0001407,CUST00113,2023-04-05,133074,emi_payment,atm,MCC4637,293364,0
TXN0001408,CUST00657,2023-10-02,34646,emi_payment,pos,MCC4067,638879,0
TXN0001409,CUST00513,2023-05-06,110279,emi_payment,mobile_app,MCC9775,241647,0
TXN0001410,CUST00589,2023-08-18,327084,emi_payment,mobile_app,MCC3162,617633,0
TXN0001411,CUST00093,2023-06-29,272939,transfer,branch,MCC1797,1920593,0
TXN0001412,CUST00017,2023-11-28,76570,debit,branch,MCC8474,1793638,0
TXN0001413,CUST00607,2023-04-09,150158,atm_withdrawal,atm,MCC8557,992187,0
TXN0001414,CUST00200,2023-07-09,105520,credit,mobile_app,MCC9042,198811,0
TXN0001415,CUST00614,2023-03-02,326665,debit,mobile_app,MCC9740,1989821,0
TXN0001416,CUST00027,2023-08-20,432117,emi_payment,atm,MCC1363,314711,0
TXN0001417,CUST00802,2023-01-14,127623,atm_withdrawal,branch,MCC7920,202281,0
TXN0001418,CUST00334,2023-05-31,447605,emi_payment,branch,MCC3430,821910,0
TXN0001419,CUST00452,2023-01-04,204104,credit,internet_banking,MCC4794,1882329,0
TXN0001420,CUST00345,2023-04-30,41437,atm_withdrawal,atm,MCC5037,1596781,0
TXN0001421,CUST00419,2023-06-26,161278,atm_withdrawal,pos,MCC9869,719148,0
TXN0001422,CUST00531,2023-05-02,436974,credit,mobile_app,MCC5695,909983,0
TXN0001423,CUST00646,2023-05-21,404268,transfer,mobile_app,MCC3003,121213,0
TXN0001424,CUST00690,2023-02-24,364273,atm_withdrawal,atm,MCC1788,541131,0
TXN0001425,CUST00991,2023-09-18,199436,debit,pos,MCC6299,1340197,0
TXN0001426,CUST00180,2023-10-18,387877,credit,internet_banking,MCC8469,840590,0
TXN0001427,CUST00872,2023-06-15,355169,transfer,atm,MCC7392,1957777,0
TXN0001428,CUST00602,2023-01-21,395928,debit,pos,MCC9404,890920,0
TXN0001429,CUST00310,2023-01-23,278930,debit,mobile_app,MCC1376,1693705,0
TXN0001430,CUST00917,2023-09-04,253665,emi_payment,mobile_app,MCC4625,1454050,0
TXN0001431,CUST00707,2023-12-06,483388,credit,mobile_app,MCC6504,1015379,0
TXN0001432,CUST00186,2023-11-12,473459,credit,atm,MCC8714,1737500,0
TXN0001433,CUST00175,2023-05-29,268130,credit,atm,MCC3813,1741756,0
TXN0001434,CUST00660,2023-07-01,100259,debit,mobile_app,MCC7086,642502,0
TXN0001435,CUST00730,2023-03-01,204544,emi_payment,mobile_app,MCC2871,556878,0
TXN0001436,CUST00046,2023-01-26,252532,credit,atm,MCC6325,1417079,0
TXN0001437,CUST00629,2023-10-07,338594,emi_payment,pos,MCC7975,54281,1
TXN0001438,CUST00532,2023-06-06,159344,atm_withdrawal,atm,MCC8370,1402776,0
TXN0001439,CUST00970,2023-07-01,22798,transfer,mobile_app,MCC5065,870032,0
TXN0001440,CUST00742,2023-05-06,411233,atm_withdrawal,internet_banking,MCC5256,1533895,0
TXN0001441,CUST00910,2023-04-25,474509,debit,mobile_app,MCC8936,260048,0
TXN0001442,CUST00035,2023-12-26,41442,atm_withdrawal,internet_banking,MCC5928,1150521,0
TXN0001443,CUST00765,2023-10-25,159315,credit,branch,MCC4151,1072162,0
TXN0001444,CUST00334,2023-09-10,216895,credit,internet_banking,MCC3471,29396,0
TXN0001445,CUST00554,2023-05-23,380234,atm_withdrawal,atm,MCC7405,1049215,0
TXN0001446,CUST00878,2023-09-21,386761,transfer,internet_banking,MCC7408,1311734,1
TXN0001447,CUST00870,2023-05-04,171725,emi_payment,branch,MCC5839,810406,0
TXN0001448,CUST00226,2023-07-08,156239,atm_withdrawal,atm,MCC2431,1224595,0
TXN0001449,CUST00241,2023-02-22,202647,transfer,mobile_app,MCC2453,652620,0
TXN0001450,CUST00723,2023-09-16,120314,credit,mobile_app,MCC3188,1223038,0
TXN0001451,CUST00879,2023-01-23,218316,transfer,internet_banking,MCC1107,486802,0
TXN0001452,CUST00613,2023-09-21,131348,credit,mobile_app,MCC5318,562597,0
TXN0001453,CUST00055,2023-08-09,30213,transfer,mobile_app,MCC4732,142061,0
TXN0001454,CUST00164,2023-01-25,356823,credit,internet_banking,MCC4467,195770,0
TXN0001455,CUST00750,2023-07-04,393595,atm_withdrawal,internet_banking,MCC9413,268999,0
TXN0001456,CUST00742,2023-03-23,143462,transfer,internet_banking,MCC3155,378705,0
TXN0001457,CUST00897,2023-06-23,200474,emi_payment,mobile_app,MCC8279,1437394,0
TXN0001458,CUST00533,2023-01-05,201401,emi_payment,mobile_app,MCC2726,432410,0
TXN0001459,CUST00428,2023-09-21,11166,credit,pos,MCC6504,710674,0
TXN0001460,CUST00113,2023-07-06,272879,credit,atm,MCC8747,347219,0
TXN0001461,CUST00782,2023-05-13,229264,atm_withdrawal,branch,MCC8539,847860,0
TXN0001462,CUST00950,2023-11-16,470385,debit,mobile_app,MCC6317,489073,0
TXN0001463,CUST00046,2023-08-24,185943,credit,internet_banking,MCC2864,657659,0
TXN0001464,CUST00492,2023-08-11,397194,emi_payment,pos,MCC4396,137383,0
TXN0001465,CUST00356,2023-02-23,195364,transfer,pos,MCC4821,1009692,0
TXN0001466,CUST00746,2023-07-02,92722,emi_payment,atm,MCC8611,538651,0
TXN0001467,CUST00764,2023-09-13,174395,debit,internet_banking,MCC4396,1302435,0
TXN0001468,CUST00218,2023-12-04,441553,credit,branch,MCC8425,1995770,0
TXN0001469,CUST00953,2023-08-09,128231,transfer,mobile_app,MCC9563,970306,0
TXN0001470,CUST00138,2023-03-04,422399,credit,pos,MCC1997,1022762,0
TXN0001471,CUST00782,2023-09-05,332770,transfer,mobile_app,MCC9420,1660932,0
TXN0001472,CUST00742,2023-01-28,372637,atm_withdrawal,atm,MCC6105,688845,0
TXN0001473,CUST00163,2023-04-25,376276,emi_payment,internet_banking,MCC6407,282139,0
TXN0001474,CUST00674,2023-12-01,258501,emi_payment,branch,MCC3750,1440974,0
TXN0001475,CUST00271,2023-10-20,300967,debit,pos,MCC4004,1299386,0
TXN0001476,CUST00275,2023-11-26,35000,transfer,internet_banking,MCC5866,938920,0
TXN0001477,CUST00087,2023-05-09,349556,atm_withdrawal,mobile_app,MCC2790,773364,0
TXN0001478,CUST00747,2023-09-07,355781,emi_payment,atm,MCC7461,58995,0
TXN0001479,CUST00808,2023-09-13,51938,emi_payment,branch,MCC7001,1114155,0
TXN0001480,CUST00505,2023-03-31,259219,atm_withdrawal,mobile_app,MCC1076,1094779,0
TXN0001481,CUST00776,2023-12-11,254522,atm_withdrawal,mobile_app,MCC2896,1031331,0
TXN0001482,CUST00349,2023-12-20,154956,credit,branch,MCC5621,608133,0
TXN0001483,CUST00566,2023-02-10,33160,credit,atm,MCC7678,303493,0
TXN0001484,CUST00787,2023-10-07,5068,credit,mobile_app,MCC3625,1142367,0
TXN0001485,CUST00431,2023-06-13,104354,emi_payment,branch,MCC8979,1240012,0
TXN0001486,CUST00617,2023-09-03,115601,credit,branch,MCC5805,346436,0
TXN0001487,CUST00146,2023-07-22,106039,atm_withdrawal,mobile_app,MCC5850,241089,0
TXN0001488,CUST00508,2023-03-23,302884,atm_withdrawal,atm,MCC1988,965099,1
TXN0001489,CUST00851,2023-02-05,210634,emi_payment,atm,MCC6653,95817,0
TXN0001490,CUST00774,2023-07-07,56242,debit,mobile_app,MCC8357,387280,0
TXN0001491,CUST00301,2023-11-02,42053,emi_payment,atm,MCC2902,1272774,0
TXN0001492,CUST00545,2023-10-28,327743,credit,internet_banking,MCC5892,597630,0
TXN0001493,CUST00620,2023-04-11,467280,transfer,branch,MCC1057,920940,0
TXN0001494,CUST00939,2023-11-10,409854,credit,pos,MCC2899,1374329,1
TXN0001495,CUST00829,2023-05-10,378896,debit,pos,MCC1638,353488,0
TXN0001496,CUST00819,2023-07-24,159157,emi_payment,internet_banking,MCC7926,455305,0
TXN0001497,CUST00753,2023-04-29,352024,transfer,internet_banking,MCC9960,594852,0
TXN0001498,CUST00359,2023-07-10,41084,emi_payment,mobile_app,MCC1340,834274,0
TXN0001499,CUST00378,2023-07-13,85766,transfer,pos,MCC7319,1119788,0
TXN0001500,CUST00465,2023-09-12,69935,credit,internet_banking,MCC6334,146277,0
TXN0001501,CUST00427,2023-06-22,91925,debit,pos,MCC7317,947658,0
TXN0001502,CUST00958,2023-07-12,179018,credit,pos,MCC5515,1374324,0
TXN0001503,CUST00876,2023-08-26,21917,atm_withdrawal,branch,MCC9921,1702828,0
TXN0001504,CUST00896,2023-06-02,406735,emi_payment,atm,MCC1356,1077886,0
TXN0001505,CUST00608,2023-07-11,357545,transfer,branch,MCC2342,1251718,0
TXN0001506,CUST00192,2023-02-01,317175,debit,branch,MCC3247,1627580,0
TXN0001507,CUST00144,2023-11-14,87818,atm_withdrawal,internet_banking,MCC8041,1454426,0
TXN0001508,CUST00275,2023-02-16,433957,emi_payment,pos,MCC1694,1070150,0
TXN0001509,CUST00652,2023-11-15,3293,debit,mobile_app,MCC2112,1132510,0
TXN0001510,CUST00365,2023-10-05,497214,credit,atm,MCC7590,1988427,0
TXN0001511,CUST00656,2023-12-12,363422,debit,pos,MCC4765,1514095,0
TXN0001512,CUST00880,2023-01-10,101362,atm_withdrawal,pos,MCC7351,482263,0
TXN0001513,CUST00335,2023-03-21,98469,atm_withdrawal,atm,MCC4299,907493,0
TXN0001514,CUST00928,2023-01-20,347441,transfer,atm,MCC1803,1484212,0
TXN0001515,CUST00512,2023-06-02,404096,debit,pos,MCC6373,1044229,0
TXN0001516,CUST00803,2023-11-27,233311,emi_payment,pos,MCC1982,864653,0
TXN0001517,CUST00060,2023-10-07,30138,credit,internet_banking,MCC5309,1216719,0
TXN0001518,CUST00276,2023-09-14,246789,debit,atm,MCC8921,751929,0
TXN0001519,CUST00931,2023-11-06,239768,credit,branch,MCC2646,1356384,0
TXN0001520,CUST00888,2023-01-02,162858,credit,internet_banking,MCC2807,1463058,0
TXN0001521,CUST00571,2023-10-15,451504,debit,pos,MCC9533,1796034,0
TXN0001522,CUST00033,2023-04-24,171321,emi_payment,mobile_app,MCC3732,1911114,0
TXN0001523,CUST00060,2023-09-10,121861,credit,mobile_app,MCC4352,1422964,0
TXN0001524,CUST00423,2023-10-06,338173,transfer,mobile_app,MCC7157,1511153,1
TXN0001525,CUST00899,2023-09-08,309182,transfer,internet_banking,MCC2152,1544509,0
TXN0001526,CUST00378,2023-06-02,310439,emi_payment,branch,MCC1546,660245,0
TXN0001527,CUST00885,2023-08-12,252075,emi_payment,pos,MCC8588,1831062,0
TXN0001528,CUST00536,2023-06-21,159319,transfer,pos,MCC9527,1019783,0
TXN0001529,CUST00135,2023-08-18,128876,atm_withdrawal,pos,MCC9882,1735050,0
TXN0001530,CUST00561,2023-06-17,59378,transfer,atm,MCC1207,434279,0
TXN0001531,CUST00365,2023-05-24,92916,debit,branch,MCC5767,620605,1
TXN0001532,CUST00226,2023-03-15,289162,atm_withdrawal,atm,MCC8641,1240477,1
TXN0001533,CUST00676,2023-05-22,203118,emi_payment,internet_banking,MCC8601,1157165,0
TXN0001534,CUST00205,2023-09-21,369724,transfer,atm,MCC4247,805174,0
TXN0001535,CUST00906,2023-11-14,402165,credit,mobile_app,MCC5412,441819,0
TXN0001536,CUST00804,2023-02-07,279355,atm_withdrawal,pos,MCC2350,456266,0
TXN0001537,CUST00783,2023-03-08,52414,transfer,pos,MCC2252,1453981,0
TXN0001538,CUST00077,2023-07-05,1924,credit,atm,MCC4397,42185,0
TXN0001539,CUST00961,2023-09-14,114308,emi_payment,mobile_app,MCC3072,238809,0
TXN0001540,CUST00494,2023-03-04,141229,credit,internet_banking,MCC9754,1850648,0
TXN0001541,CUST00733,2023-04-29,36918,transfer,atm,MCC1720,1958346,0
TXN0001542,CUST00192,2023-01-17,389311,emi_payment,branch,MCC5760,157641,0
TXN0001543,CUST00769,2023-01-20,183606,credit,branch,MCC6008,284639,0
TXN0001544,CUST00320,2023-02-22,371299,debit,branch,MCC1533,658618,0
TXN0001545,CUST00708,2023-09-24,104485,credit,pos,MCC4965,1171900,0
TXN0001546,CUST00278,2023-11-14,5304,debit,mobile_app,MCC9472,380907,0
TXN0001547,CUST00933,2023-07-02,68571,credit,branch,MCC1985,1964582,0
TXN0001548,CUST00709,2023-03-06,235201,debit,internet_banking,MCC2291,988254,0
TXN0001549,CUST00453,2023-12-03,239898,transfer,atm,MCC2487,1074159,0
TXN0001550,CUST00457,2023-04-12,218715,transfer,internet_banking,MCC1492,389889,0
TXN0001551,CUST00001,2023-02-26,479736,credit,internet_banking,MCC8963,615444,0
TXN0001552,CUST00300,2023-02-20,326175,emi_payment,mobile_app,MCC1408,1472422,0
TXN0001553,CUST00790,2023-05-09,365994,debit,pos,MCC3529,1265241,0
TXN0001554,CUST00832,2023-09-26,62577,debit,internet_banking,MCC8436,449638,0
TXN0001555,CUST01000,2023-05-25,232840,transfer,pos,MCC9956,883006,0
TXN0001556,CUST00086,2023-06-12,310745,debit,pos,MCC2377,370913,0
TXN0001557,CUST00251,2023-05-05,292432,atm_withdrawal,pos,MCC4240,815037,0
TXN0001558,CUST00767,2023-12-11,473464,credit,internet_banking,MCC2610,433770,0
TXN0001559,CUST00362,2023-09-07,237911,transfer,atm,MCC2731,1959300,0
TXN0001560,CUST00249,2023-08-31,185937,credit,pos,MCC9496,595126,0
TXN0001561,CUST00282,2023-06-09,472194,transfer,mobile_app,MCC4037,947604,0
TXN0001562,CUST00919,2023-07-13,168744,debit,mobile_app,MCC6503,1283662,0
TXN0001563,CUST00858,2023-11-20,285143,atm_withdrawal,internet_banking,MCC2410,82070,0
TXN0001564,CUST00006,2023-08-28,14233,debit,pos,MCC3568,419256,0
TXN0001565,CUST00841,2023-10-25,82868,credit,mobile_app,MCC4248,1977848,0
TXN0001566,CUST00557,2023-01-15,28791,atm_withdrawal,atm,MCC6277,1393700,0
TXN0001567,CUST00845,2023-11-10,208976,transfer,pos,MCC9099,483878,0
TXN0001568,CUST00623,2023-12-13,465793,emi_payment,pos,MCC3187,860341,0
TXN0001569,CUST00689,2023-09-01,35733,debit,branch,MCC6805,1714838,0
TXN0001570,CUST00578,2023-12-16,487753,credit,branch,MCC5447,394017,0
TXN0001571,CUST00735,2023-07-27,434497,emi_payment,atm,MCC8155,597809,0
TXN0001572,CUST00816,2023-04-11,2920,credit,atm,MCC4011,480089,0
TXN0001573,CUST00509,2023-08-10,7813,transfer,atm,MCC4812,1329684,0
TXN0001574,CUST00113,2023-08-18,450349,debit,internet_banking,MCC6603,1054667,0
TXN0001575,CUST00094,2023-02-22,292682,transfer,pos,MCC4986,1001302,0
TXN0001576,CUST00416,2023-03-15,87062,credit,branch,MCC7828,757257,0
TXN0001577,CUST00474,2023-04-17,476919,atm_withdrawal,internet_banking,MCC1124,655969,0
TXN0001578,CUST00864,2023-07-19,280723,credit,atm,MCC4136,1027446,0
TXN0001579,CUST00034,2023-02-24,317644,atm_withdrawal,atm,MCC2569,1598133,0
TXN0001580,CUST00889,2023-10-09,339102,atm_withdrawal,mobile_app,MCC2295,1625159,0
TXN0001581,CUST00056,2023-02-09,100888,atm_withdrawal,mobile_app,MCC1479,1569062,0
TXN0001582,CUST00499,2023-12-10,179593,emi_payment,mobile_app,MCC4201,91662,0
TXN0001583,CUST00423,2023-09-04,64425,transfer,branch,MCC2958,980337,0
TXN0001584,CUST00558,2023-05-04,264541,transfer,pos,MCC7822,787221,0
TXN0001585,CUST00043,2023-05-16,493658,debit,internet_banking,MCC5518,1870460,1
TXN0001586,CUST00764,2023-09-11,313808,debit,mobile_app,MCC8082,830885,0
TXN0001587,CUST00135,2023-02-02,346027,credit,pos,MCC8967,493654,0
TXN0001588,CUST00780,2023-09-19,97043,emi_payment,atm,MCC8069,501834,0
TXN0001589,CUST00567,2023-07-21,271022,debit,branch,MCC4787,389595,0
TXN0001590,CUST00889,2023-03-22,497128,atm_withdrawal,mobile_app,MCC9770,883758,0
TXN0001591,CUST00979,2023-11-24,44147,atm_withdrawal,atm,MCC4466,528297,0
TXN0001592,CUST00844,2023-08-18,102020,debit,internet_banking,MCC8422,1133266,0
TXN0001593,CUST00453,2023-03-01,359967,debit,internet_banking,MCC2553,461729,0
TXN0001594,CUST00415,2023-08-28,5268,atm_withdrawal,internet_banking,MCC9716,1169916,0
TXN0001595,CUST00663,2023-05-31,103375,debit,mobile_app,MCC3728,1231309,0
TXN0001596,CUST00650,2023-10-06,472147,debit,branch,MCC6640,1339666,0
TXN0001597,CUST00791,2023-06-29,9680,debit,atm,MCC4184,1765054,0
TXN0001598,CUST00484,2023-12-31,214620,emi_payment,pos,MCC3063,153537,0
TXN0001599,CUST00463,2023-12-05,165035,debit,atm,MCC3964,105888,0
TXN0001600,CUST00118,2023-01-15,199369,debit,pos,MCC6473,920015,0
TXN0001601,CUST00169,2023-05-31,129104,credit,pos,MCC2005,1032028,0
TXN0001602,CUST00822,2023-03-15,137908,emi_payment,internet_banking,MCC2780,1515225,0
TXN0001603,CUST00990,2023-06-14,380389,atm_withdrawal,branch,MCC9278,453673,0
TXN0001604,CUST00602,2023-02-22,13013,credit,internet_banking,MCC1767,910090,0
TXN0001605,CUST00345,2023-07-15,64863,credit,atm,MCC7500,1222664,0
TXN0001606,CUST00059,2023-02-26,132357,transfer,pos,MCC3711,1312972,0
TXN0001607,CUST00044,2023-08-16,413261,transfer,pos,MCC3873,1086085,0
TXN0001608,CUST00677,2023-06-15,196710,emi_payment,mobile_app,MCC4264,1180897,0
TXN0001609,CUST00642,2023-12-29,17505,credit,branch,MCC4443,328148,0
TXN0001610,CUST00284,2023-11-17,260212,emi_payment,mobile_app,MCC7379,929437,0
TXN0001611,CUST00189,2023-08-08,313706,atm_withdrawal,internet_banking,MCC8240,1083037,0
TXN0001612,CUST00070,2023-06-13,228876,emi_payment,branch,MCC4267,157857,0
TXN0001613,CUST00683,2023-09-19,44411,emi_payment,atm,MCC2543,1937376,0
TXN0001614,CUST00607,2023-09-01,439530,debit,atm,MCC1028,1266449,0
TXN0001615,CUST00334,2023-02-20,429107,atm_withdrawal,pos,MCC7520,1435510,0
TXN0001616,CUST00733,2023-05-18,455673,emi_payment,internet_banking,MCC9251,1069026,0
TXN0001617,CUST00846,2023-12-29,481970,emi_payment,branch,MCC1308,1861386,0
TXN0001618,CUST00518,2023-04-27,158645,debit,mobile_app,MCC6304,11369,0
TXN0001619,CUST00263,2023-01-05,210888,transfer,mobile_app,MCC2964,1916185,0
TXN0001620,CUST00006,2023-11-01,479781,emi_payment,pos,MCC2896,413713,0
TXN0001621,CUST00796,2023-12-07,224934,emi_payment,pos,MCC8454,1769157,0
TXN0001622,CUST00577,2023-08-28,432480,debit,pos,MCC3270,122799,0
TXN0001623,CUST00348,2023-08-20,323890,debit,internet_banking,MCC3733,625671,0
TXN0001624,CUST00007,2023-05-09,463824,transfer,atm,MCC2117,1140468,0
TXN0001625,CUST00815,2023-05-12,5304,emi_payment,internet_banking,MCC9135,1315216,0
TXN0001626,CUST00927,2023-11-30,353194,credit,atm,MCC9158,30295,0
